filename,label,x_mean,x_std,x_var,x_min,x_max,x_median,x_skew,x_kurtosis,x_rms,x_dominant_freq,x_dominant_freq_magnitude,y_mean,y_std,y_var,y_min,y_max,y_median,y_skew,y_kurtosis,y_rms,y_dominant_freq,y_dominant_freq_magnitude,z_mean,z_std,z_var,z_min,z_max,z_median,z_skew,z_kurtosis,z_rms,z_dominant_freq,z_dominant_freq_magnitude,magnitude_mean,magnitude_std,magnitude_var,magnitude_min,magnitude_max,magnitude_median,magnitude_skew,magnitude_kurtosis,magnitude_rms,magnitude_dominant_freq,magnitude_dominant_freq_magnitude,sum_xyz_mean,sum_xyz_std,sum_xyz_var,sum_xyz_min,sum_xyz_max,sum_xyz_median,sum_xyz_skew,sum_xyz_kurtosis,sum_xyz_rms,sum_xyz_dominant_freq,sum_xyz_dominant_freq_magnitude
kudari2_processed.csv,kudari,-0.97506965625,0.5472748526141585,0.29950976430384896,-2.602539,-0.259506,-0.7751005,-0.8768778048870061,-0.10471269472109634,1.1167590185286964,1.9797918640974344,18.10566123121079,0.46250938541666664,0.4590675299787689,0.21074299708080788,-0.115417,1.828934,0.3430175,1.0298418522305448,0.540269282655299,0.6499712986943235,2.083991435892036,14.593980750660174,-0.015451885416666667,0.23426918304188676,0.05488205012311305,-0.669342,0.527802,-0.0292665,0.021837686072866107,0.2878363350703821,0.23355753651707983,0.9377961461514163,5.815425644517617,1.1426019997085197,0.6504073704904436,0.42302974758829315,0.3825754466990792,3.1873068252681604,0.9155471623732844,0.9534958494220863,0.08385599247481723,1.3130736907940428,1.9797918640974344,22.391159600867145,-0.52801215625,0.45072621142685604,0.20315411766720695,-1.619247,0.261963,-0.466996,-0.4920572296769053,-0.41606634719601043,0.6927010654599004,0.9377961461514163,10.57784874227869
kudari3_processed.csv,kudari,-0.9471822641509432,0.4881732347289238,0.23831310710570097,-2.265579,-0.192245,-0.7977675,-0.7427877063347955,-0.4979651718566971,1.0645276472540866,2.0760648595016367,19.884348005323307,0.42950610377358495,0.4305289938761146,0.18535521456797954,-0.132736,1.769897,0.31501,1.0542699549867143,0.5150900435677817,0.6066976789530739,2.0760648595016367,18.490422061663736,-0.040537396226415084,0.18727446552910768,0.035071725439212935,-0.513931,0.411789,-0.0425565,-0.20233711395520707,-0.007509656447028501,0.19074627282780157,0.9436658452280167,5.705909899058237,1.0905125850754476,0.5931158125674617,0.35178636711756034,0.34233693976256785,2.8766187330160737,0.8889452819621192,0.8961076278905504,-0.12742368254449055,1.2400344051731251,2.0760648595016367,25.45772274346422,-0.5582135566037736,0.3710180317869579,0.1376543799110681,-1.707794,0.20492600000000002,-0.541023,-0.401889383635636,-0.010991797935470782,0.6692967417085837,0.9436658452280167,11.704303114521371
kudari4_processed.csv,kudari,-0.9364779514563105,0.5027204459094337,0.2527278467353798,-2.54599,-0.193268,-0.805298,-0.9418919719996554,0.42102638739576825,1.0617274282433704,2.0296814859315213,20.31088011528306,0.4907856310679612,0.49622043085286566,0.24623471599580363,-0.269196,1.826157,0.375214,1.086827552480651,0.30821032637957746,0.6962144952153336,2.0296814859315213,19.210823147943735,-0.040192708737864076,0.2101482987875621,0.044162307483306476,-0.64624,0.487839,-0.031708,-0.09353492211126953,0.4301608271222732,0.21295304893841047,0.9665149933007244,7.1994614570599795,1.1197452011300268,0.638322267903567,0.4074553177015532,0.31095536099253857,3.134555265520932,0.9065328668537065,1.075918264409416,0.45994874780940576,1.2873728116922418,2.0296814859315213,26.327478660706316,-0.4858850291262136,0.3944988893534767,0.15562937370112664,-1.5187070000000003,0.25721700000000014,-0.49787900000000007,-0.2589147072652516,-0.451328847788961,0.6246620449786374,0.9665149933007244,17.72019754453329
kudari5_processed.csv,kudari,-0.6873768767123287,0.33087373190706576,0.10947742646610883,-1.498489,0.137253,-0.7281035,0.17923359033052721,-0.17352654938571943,0.7623742858453127,0.06845538219820146,12.079369642415296,0.6176098219178082,0.398721347536341,0.15897871298119562,-0.334717,1.588623,0.6622775,-0.23672576933197215,-0.1637979629945745,0.7343920681871167,0.13691076439640293,15.551233229957093,-0.36969687671232876,0.28150588372720203,0.079245562573033,-1.218857,0.073395,-0.28615599999999997,-0.9134271212061594,0.08414187644696725,0.4640889628056684,0.06845538219820146,15.542059365734604,1.0922297208458165,0.37940082816405846,0.1439449884115734,0.26608748728190884,2.1465951983254783,1.0606233457107423,0.122246019176568,-0.39338180750100316,1.1558221432955602,1.7113845549550366,18.716740818196293,-0.43946393150684926,0.442782753067144,0.1960565664137194,-1.6922760000000001,0.574798,-0.40264950000000005,-0.21401872042357503,-0.3745324133460244,0.6227698293226492,0.13691076439640293,20.19135798375437
kudari6_processed.csv,kudari,-0.6817371721311476,0.3842070320502405,0.1476150434768545,-1.750061,0.019989,-0.5697019999999999,-0.6840481654267876,-0.34378438758828,0.7817740440622644,2.0479955370622878,14.188351690852068,0.5494505819672132,0.5198051309750106,0.27019737418794787,-0.287521,2.271637,0.4115605,1.1296862690405862,0.6955508672619377,0.7549030292936609,2.0479955370622878,16.552480072688603,-0.4504624508196722,0.31488333747507147,0.09915151621943974,-1.403183,0.071457,-0.361069,-0.9191220545165194,0.4296601035775858,0.5488672138794995,1.8841558940973047,9.193485877713643,1.043057882479663,0.6305502965157102,0.39759367643605,0.2541615152791626,2.894247170110217,0.8405893494149772,1.0450498392028333,0.24780020897193245,1.2174992640975426,2.0479955370622878,23.12455346156212,-0.5827490409836066,0.34431602347575313,0.11855352402215538,-2.068206,0.3025670000000002,-0.5274955,-1.345849938846204,3.114378126502209,0.6761495534218489,0.16383964296498302,13.291948048645242
kudari7_processed.csv,kudari,-0.6164557410071942,0.3092423210963812,0.09563081315707736,-1.483704,-0.054337,-0.5513,-0.7334743689992858,-0.004914482459275948,0.6891737823773076,1.7976492999849416,14.092999574408243,0.4157053021582734,0.41288669044362253,0.17047541914548778,-0.410141,1.782394,0.363647,0.6871463699200038,0.5986624669802856,0.5848588509406634,1.7976492999849416,17.250543910472132,-0.5961962302158273,0.36134259568649524,0.13056847145745396,-1.75087,0.084991,-0.554596,-0.6445313679712902,0.2467464456914481,0.6964761839860292,0.14381194399879532,15.40686169422106,1.0322259790955568,0.4881839188375376,0.2383235386115755,0.35104095376750555,2.1889279298263795,0.9208092788607205,0.8537231397779836,-0.3064398492388736,1.141095724599658,1.7976492999849416,25.969897633900587,-0.7969466690647481,0.4145746920268067,0.1718721752691216,-1.8851779999999998,0.526657,-0.779876,-0.03734504888522173,0.5709820054699906,0.8976411744861958,0.14381194399879532,19.040011902807084
kudari8_processed.csv,kudari,-0.7257038333333332,0.4056858563552018,0.16458101404665343,-2.089951,-0.217834,-0.5832900000000001,-0.969367540960163,0.13620514975107767,0.8305319829215942,2.0162948274551242,15.40485407002186,0.5801865526315789,0.5412245799208305,0.2929240459104795,-0.216507,2.120911,0.44244399999999995,0.9472846244099521,0.12241992743825003,0.7918149863385652,2.0162948274551242,18.900193735890138,-0.3562207192982456,0.2925314254868558,0.08557463489737185,-1.090179,0.241241,-0.2848435,-0.6741683721761198,-0.05315456741389202,0.4601273530911297,0.08766499249804888,12.831687815728305,1.059100170383597,0.640607653618568,0.4103781658746871,0.26128734592781183,2.9076264690943368,0.8518268822121517,0.9069570943139746,-0.15352889778186984,1.2363136852387693,2.0162948274551242,24.092336565576193,-0.501738,0.4161353116413573,0.17316859759484957,-1.7667390000000003,0.5227649999999999,-0.48105600000000004,-0.4461332758658853,0.1162392420245415,0.6506847127856392,0.08766499249804888,24.062181817135873
kudari9_processed.csv,kudari,-0.7770165491803278,0.3171362540041533,0.10057540360378683,-1.980286,-0.148865,-0.7661745,-0.7913560070316614,1.098835930991787,0.8387524859872322,1.96591333734098,12.25869700837093,0.5781721885245902,0.34090556046204257,0.11621660115393935,-0.614487,1.406006,0.5874405,-0.5407483318576775,1.33070222817192,0.6704827258370106,1.96591333734098,9.811476946987172,0.04173977868852459,0.19975845126736377,0.03990343885273574,-1.227798,0.374222,0.0724335,-3.2841163176759895,16.353757755004164,0.2032696991931099,0.16382611144508166,7.005236883874851,1.0227338838627698,0.3867985637602267,0.14961312892697418,0.3758365334357478,2.1487094042955186,1.025209898719225,0.44296389596636665,-0.19813038824605966,1.0928729976560165,1.96591333734098,17.665168334911623,-0.1571045819672131,0.3928853796610225,0.15435892155138578,-2.33081,0.568284,-0.06497950000000002,-2.757908004186727,10.479312401604908,0.4216343607494318,0.16382611144508166,16.383266110618155
nobori1_processed.csv,nobori,-1.0098712072072071,0.31388704984040233,0.09852508005751122,-1.662125,-0.414505,-0.995224,-0.034834888288983415,-1.0004289637025958,1.0571079991513648,1.802457240798456,12.367758211913259,0.5046493783783784,0.20996596097181847,0.044085704766819195,0.143372,0.995056,0.479675,0.459731547195697,-0.5193977896921336,0.5462229685330799,0.901228620399228,8.862591562455199,-0.013042585585585584,0.10389218538889844,0.010793586184881243,-0.336182,0.249786,-0.015106,-0.18531309863350803,0.5845741358987167,0.1042422932808918,0.8111057583593052,2.6402711645150325,1.157305750662427,0.2968851114498989,0.08814076940061888,0.6057057774291079,1.7997737952362236,1.1691255088128905,0.043729868978183685,-0.9410769434852613,1.1944468631677807,1.802457240798456,12.586265127432698,-0.5182644144144144,0.40678921129743634,0.1654774624279903,-1.270569,0.5130000000000001,-0.5785820000000002,0.482507256081485,-0.28743785201843197,0.6577116980307591,0.901228620399228,19.9971846866934
nobori10_processed.csv,nobori,-0.7383540133333333,0.24900355807271574,0.06200277193287231,-1.511993,-0.304245,-0.6856845,-0.7219521400800705,0.09035655027232936,0.7789454853360578,1.7987927565392354,12.890923338526767,0.6687813666666667,0.20451643353367593,0.04182697158533449,0.098251,1.12941,0.6605300000000001,0.06303630644994893,-0.3484088004072472,0.6991542329905707,1.7987927565392354,9.331703757137685,0.13949041333333334,0.11841631986146468,0.014022424809532716,-0.479172,0.464417,0.13978600000000002,-1.1155967992210036,4.686975539256156,0.18271977832017344,0.06662195394589761,4.5493363713228145,1.0248726948378506,0.2812875252804944,0.07912267187842476,0.4989223775237988,1.681462072738782,0.989705489811777,0.37272490807797265,-0.6353268078229863,1.0625249305420712,1.7987927565392354,15.784142020948142,0.06991776666666666,0.2746395894864165,0.07542690411326736,-1.275207,0.5351560000000001,0.10779600000000004,-2.329561082172316,7.913865178638103,0.2825111540833388,0.06662195394589761,10.08021780149613
