timestamp,value
2025/06/26 14:22:27.793,-0.413071
2025/06/26 14:22:27.893,-0.296066
2025/06/26 14:22:27.993,-0.042099
2025/06/26 14:22:28.093,-0.017563
2025/06/26 14:22:28.192,-0.007782
2025/06/26 14:22:28.292,-0.057236
2025/06/26 14:22:28.392,-0.073593
2025/06/26 14:22:28.492,0.026779
2025/06/26 14:22:28.592,0.070862
2025/06/26 14:22:28.692,-0.095291
2025/06/26 14:22:28.792,0.115509
2025/06/26 14:22:28.892,0.553726
2025/06/26 14:22:28.992,0.571930
2025/06/26 14:22:29.092,0.262909
2025/06/26 14:22:29.192,0.260147
2025/06/26 14:22:29.292,0.424026
2025/06/26 14:22:29.392,0.782089
2025/06/26 14:22:29.492,0.278671
2025/06/26 14:22:29.592,0.585068
2025/06/26 14:22:29.692,0.511765
2025/06/26 14:22:29.792,0.491119
2025/06/26 14:22:29.892,0.615372
2025/06/26 14:22:29.992,0.534286
2025/06/26 14:22:30.092,0.499008
2025/06/26 14:22:30.192,0.401001
2025/06/26 14:22:30.292,0.269363
2025/06/26 14:22:30.392,0.333557
2025/06/26 14:22:30.492,1.025589
2025/06/26 14:22:30.592,0.644989
2025/06/26 14:22:30.692,0.355286
2025/06/26 14:22:30.792,0.429626
2025/06/26 14:22:30.892,0.476639
2025/06/26 14:22:30.992,0.869568
2025/06/26 14:22:31.092,0.432327
2025/06/26 14:22:31.192,0.473801
2025/06/26 14:22:31.291,0.320557
2025/06/26 14:22:31.392,0.260666
2025/06/26 14:22:31.492,0.417648
2025/06/26 14:22:31.591,0.706650
2025/06/26 14:22:31.691,0.460648
2025/06/26 14:22:31.791,0.517960
2025/06/26 14:22:31.891,0.702545
2025/06/26 14:22:31.991,0.651581
2025/06/26 14:22:32.091,0.531921
2025/06/26 14:22:32.191,0.330475
2025/06/26 14:22:32.291,0.338318
2025/06/26 14:22:32.391,0.344467
2025/06/26 14:22:32.491,0.860229
2025/06/26 14:22:32.591,0.738525
2025/06/26 14:22:32.691,0.459518
2025/06/26 14:22:32.791,0.482025
2025/06/26 14:22:32.891,0.623856
2025/06/26 14:22:32.991,0.833755
2025/06/26 14:22:33.091,0.590240
2025/06/26 14:22:33.191,0.366638
2025/06/26 14:22:33.291,0.422134
2025/06/26 14:22:33.391,0.389664
2025/06/26 14:22:33.491,0.604080
2025/06/26 14:22:33.591,0.472809
2025/06/26 14:22:33.691,0.623413
2025/06/26 14:22:33.791,0.397446
2025/06/26 14:22:33.891,0.518555
2025/06/26 14:22:33.991,0.716415
2025/06/26 14:22:34.091,0.728256
2025/06/26 14:22:34.190,0.491089
2025/06/26 14:22:34.291,0.327911
2025/06/26 14:22:34.391,0.384247
2025/06/26 14:22:34.490,0.369019
2025/06/26 14:22:34.590,0.760574
2025/06/26 14:22:34.690,0.687378
2025/06/26 14:22:34.790,0.367508
2025/06/26 14:22:34.890,0.504913
2025/06/26 14:22:34.990,0.548126
2025/06/26 14:22:35.090,0.723953
2025/06/26 14:22:35.190,0.457535
2025/06/26 14:22:35.290,0.379395
2025/06/26 14:22:35.390,0.323090
2025/06/26 14:22:35.490,0.380539
2025/06/26 14:22:35.590,0.408386
2025/06/26 14:22:35.690,0.354187
2025/06/26 14:22:35.790,0.514481
2025/06/26 14:22:35.890,0.339996
2025/06/26 14:22:35.990,0.635239
2025/06/26 14:22:36.090,0.690018
2025/06/26 14:22:36.190,0.712997
2025/06/26 14:22:36.290,0.538239
2025/06/26 14:22:36.390,0.266586
2025/06/26 14:22:36.490,0.485306
2025/06/26 14:22:36.590,0.317535
2025/06/26 14:22:36.690,0.961838
2025/06/26 14:22:36.790,0.831024
2025/06/26 14:22:36.890,0.456284
2025/06/26 14:22:36.990,0.468857
2025/06/26 14:22:37.090,0.578796
2025/06/26 14:22:37.190,0.728867
2025/06/26 14:22:37.290,0.581680
2025/06/26 14:22:37.389,0.271454
2025/06/26 14:22:37.489,0.417587
2025/06/26 14:22:37.589,0.361313
2025/06/26 14:22:37.689,0.707626
2025/06/26 14:22:37.789,0.531158
2025/06/26 14:22:37.889,0.648010
2025/06/26 14:22:37.989,0.459671
2025/06/26 14:22:38.089,0.541763
2025/06/26 14:22:38.189,0.733261
2025/06/26 14:22:38.289,0.631653
2025/06/26 14:22:38.389,0.463669
2025/06/26 14:22:38.489,0.298203
2025/06/26 14:22:38.589,0.426941
2025/06/26 14:22:38.689,0.511536
2025/06/26 14:22:38.789,0.431778
2025/06/26 14:22:38.889,0.794968
2025/06/26 14:22:38.989,0.477707
2025/06/26 14:22:39.089,0.559738
2025/06/26 14:22:39.189,0.659317
2025/06/26 14:22:39.289,0.812393
2025/06/26 14:22:39.389,0.539795
2025/06/26 14:22:39.489,0.323883
2025/06/26 14:22:39.589,0.430908
2025/06/26 14:22:39.689,0.374207
2025/06/26 14:22:39.789,0.779999
2025/06/26 14:22:39.889,0.697525
2025/06/26 14:22:39.989,0.473907
2025/06/26 14:22:40.089,0.514984
2025/06/26 14:22:40.188,0.584808
2025/06/26 14:22:40.289,0.661453
2025/06/26 14:22:40.388,0.762711
2025/06/26 14:22:40.488,0.377914
2025/06/26 14:22:40.588,0.325485
2025/06/26 14:22:40.688,0.367722
2025/06/26 14:22:40.788,0.479492
2025/06/26 14:22:40.888,0.383865
2025/06/26 14:22:40.988,0.726151
2025/06/26 14:22:41.088,0.371994
2025/06/26 14:22:41.188,0.588364
2025/06/26 14:22:41.288,0.717819
2025/06/26 14:22:41.388,0.647995
2025/06/26 14:22:41.488,0.579071
2025/06/26 14:22:41.588,0.265198
2025/06/26 14:22:41.688,0.390152
2025/06/26 14:22:41.788,0.337296
2025/06/26 14:22:41.888,0.832565
2025/06/26 14:22:41.988,0.656036
2025/06/26 14:22:42.088,0.456482
2025/06/26 14:22:42.188,0.605804
2025/06/26 14:22:42.288,0.606995
2025/06/26 14:22:42.388,0.698181
2025/06/26 14:22:42.488,0.544281
2025/06/26 14:22:42.588,0.380966
2025/06/26 14:22:42.688,0.316010
2025/06/26 14:22:42.788,0.449524
2025/06/26 14:22:42.888,0.458435
2025/06/26 14:22:42.988,0.424255
2025/06/26 14:22:43.088,0.658676
2025/06/26 14:22:43.188,0.487640
2025/06/26 14:22:43.288,0.548615
2025/06/26 14:22:43.388,0.643845
2025/06/26 14:22:43.488,0.679718
2025/06/26 14:22:43.588,0.492798
2025/06/26 14:22:43.687,0.295959
2025/06/26 14:22:43.787,0.352844
2025/06/26 14:22:43.887,0.326263
2025/06/26 14:22:43.987,0.853012
2025/06/26 14:22:44.087,0.724258
2025/06/26 14:22:44.187,0.488998
2025/06/26 14:22:44.287,0.506790
2025/06/26 14:22:44.387,0.499222
2025/06/26 14:22:44.487,0.806061
2025/06/26 14:22:44.587,0.661926
2025/06/26 14:22:44.687,0.258606
2025/06/26 14:22:44.787,0.276855
2025/06/26 14:22:44.887,0.250092
2025/06/26 14:22:44.987,0.851334
2025/06/26 14:22:45.087,0.598923
2025/06/26 14:22:45.187,0.530777
2025/06/26 14:22:45.287,0.460068
2025/06/26 14:22:45.387,0.513809
2025/06/26 14:22:45.487,0.620071
2025/06/26 14:22:45.587,0.507492
2025/06/26 14:22:45.687,0.391495
2025/06/26 14:22:45.787,0.249741
2025/06/26 14:22:45.887,0.317856
2025/06/26 14:22:45.987,0.407822
2025/06/26 14:22:46.087,0.673721
2025/06/26 14:22:46.187,0.704788
2025/06/26 14:22:46.287,0.391571
2025/06/26 14:22:46.387,0.529755
2025/06/26 14:22:46.487,0.605148
2025/06/26 14:22:46.586,0.878021
2025/06/26 14:22:46.686,0.532349
2025/06/26 14:22:46.786,0.305679
2025/06/26 14:22:46.886,0.290543
2025/06/26 14:22:46.986,0.353912
2025/06/26 14:22:47.086,0.722504
2025/06/26 14:22:47.186,0.496933
2025/06/26 14:22:47.286,0.485489
2025/06/26 14:22:47.386,0.460800
2025/06/26 14:22:47.486,0.508087
2025/06/26 14:22:47.586,0.705994
2025/06/26 14:22:47.686,0.669250
2025/06/26 14:22:47.786,0.387833
2025/06/26 14:22:47.886,0.425476
2025/06/26 14:22:47.986,0.393188
2025/06/26 14:22:48.086,0.407074
2025/06/26 14:22:48.186,0.691559
2025/06/26 14:22:48.286,0.402313
2025/06/26 14:22:48.386,0.518021
2025/06/26 14:22:48.486,0.554871
2025/06/26 14:22:48.586,0.386368
2025/06/26 14:22:48.686,0.263397
2025/06/26 14:22:48.786,0.107422
2025/06/26 14:22:48.886,-0.085968
2025/06/26 14:22:48.986,-0.176987
2025/06/26 14:22:49.086,-0.285492
2025/06/26 14:22:49.186,-0.267929
2025/06/26 14:22:49.286,-0.303482
