time,x,y,z
0.000000,-0.095795,-0.421173,-0.933334
0.100000,-0.081512,-0.416046,-0.915466
0.200000,-0.050674,-0.412903,-0.930359
0.300000,0.045364,-0.397339,-0.959534
0.400000,0.047089,-0.366730,-0.945923
0.500000,0.164734,-0.302155,-0.884216
0.600000,-0.127457,-0.423111,-1.241638
0.700000,0.091858,-0.372879,-1.155060
0.800000,0.040375,-0.518417,-0.662903
0.901000,0.019745,-0.478485,-0.717743
1.001000,-0.107758,-0.402710,-1.066498
1.101000,-0.016815,-0.459320,-0.819992
1.201000,-0.041306,-0.461548,-0.759735
1.301000,-0.021057,-0.423935,-0.916199
1.401000,-0.061111,-0.432175,-0.983444
1.501000,0.004761,-0.442902,-0.948944
1.601000,-0.052536,-0.469803,-0.876663
1.701000,-0.075439,-0.462341,-0.841354
1.801000,-0.032043,-0.463791,-0.839508
1.901000,-0.028549,-0.432632,-0.975449
2.001000,-0.102051,-0.431580,-0.912003
2.101000,-0.037216,-0.403931,-0.888443
2.201000,-0.046921,-0.444550,-0.922028
2.301000,-0.017639,-0.439590,-0.908508
2.401000,0.005753,-0.431519,-0.936661
2.501000,-0.017731,-0.440002,-0.887253
2.601000,-0.077927,-0.440201,-0.862366
2.701000,-0.026428,-0.431870,-0.944168
2.801000,-0.016159,-0.450378,-0.904129
2.902000,-0.038864,-0.436081,-0.886795
3.002000,-0.038223,-0.440277,-0.914322
3.102000,-0.038422,-0.437546,-0.925964
3.202000,-0.040054,-0.445435,-0.882797
3.302000,-0.045242,-0.447754,-0.882126
3.402000,-0.039856,-0.445160,-0.886841
3.502000,-0.033447,-0.443069,-0.896393
3.602000,-0.037155,-0.436539,-0.890625
3.702000,-0.032959,-0.443665,-0.884018
3.802000,-0.050354,-0.442139,-0.883667
3.903000,-0.043839,-0.449173,-0.860367
4.002000,-0.030960,-0.435776,-0.914078
4.102000,-0.021988,-0.441971,-0.862244
4.202000,-0.028519,-0.432709,-0.904709
4.302000,-0.025940,-0.436401,-0.910934
4.402000,-0.033081,-0.442596,-0.872635
4.502000,-0.034882,-0.442535,-0.869949
4.602000,-0.024399,-0.415726,-0.963074
4.702000,-0.023376,-0.439255,-0.890701
4.802000,-0.022644,-0.420441,-0.896896
4.903000,-0.021545,-0.430862,-0.910782
5.008000,-0.031433,-0.420837,-0.911377
5.103000,-0.028870,-0.431137,-0.904282
5.203000,-0.027191,-0.420334,-0.906845
5.303000,-0.027542,-0.425552,-0.903595
5.409000,-0.024780,-0.428665,-0.901962
5.503000,-0.022537,-0.420563,-0.894424
5.603000,-0.020706,-0.427933,-0.913666
5.703000,-0.019180,-0.430069,-0.895416
5.808000,-0.025146,-0.430557,-0.883347
5.903000,-0.025558,-0.417938,-0.943970
6.003000,-0.035141,-0.426910,-0.901520
6.103000,-0.031998,-0.423599,-0.871445
6.207000,-0.035187,-0.422852,-0.887054
6.303000,-0.030182,-0.404526,-0.950836
6.403000,-0.083176,-0.437515,-0.763855
6.503000,-0.058609,-0.386856,-0.932693
6.607000,-0.032242,-0.389435,-1.021454
6.703000,-0.042984,-0.410568,-0.938049
6.803000,-0.032562,-0.403549,-0.883057
6.904000,-0.040787,-0.418976,-0.906998
7.004000,-0.020157,-0.407761,-0.941925
7.104000,-0.034531,-0.403839,-0.938156
7.204000,-0.037170,-0.407654,-0.897690
7.304000,-0.049240,-0.426895,-0.900146
7.404000,-0.091827,-0.435104,-0.840820
7.504000,-0.027130,-0.443512,-0.856689
7.604000,-0.034271,-0.436798,-0.828125
7.704000,-0.049713,-0.432022,-0.904083
7.804000,-0.045288,-0.438461,-1.112381
7.904000,-0.084854,-0.497284,-0.755402
8.004000,-0.013931,-0.463928,-0.860931
8.104000,-0.036636,-0.473953,-0.875900
8.204000,-0.032486,-0.457962,-0.898727
8.304000,-0.029968,-0.469040,-0.873291
8.404000,-0.016968,-0.468918,-0.873505
8.524000,-0.016907,-0.463348,-0.879974
8.604000,-0.033920,-0.464386,-0.883881
8.704000,-0.025787,-0.467239,-0.887924
8.805000,-0.052368,-0.468887,-0.873489
8.905000,-0.042374,-0.479309,-0.853699
9.004000,-0.050964,-0.481201,-0.864120
9.105000,-0.050079,-0.472870,-0.881287
9.214000,-0.035187,-0.468292,-0.899841
9.315000,-0.041458,-0.470169,-0.883118
9.475000,-0.045990,-0.468750,-0.880173
9.575000,-0.052063,-0.470901,-0.885559
9.675000,-0.023743,-0.467697,-0.869507
9.775000,-0.050751,-0.491943,-0.890244
9.875000,0.023926,-0.474106,-0.912231
9.975000,0.009827,-0.511322,-0.894577
10.075000,0.025024,-0.503036,-0.878922
10.175000,0.031174,-0.489975,-0.835449
10.275000,0.021332,-0.519409,-0.824570
10.375000,-0.008469,-0.519714,-0.847458
10.475000,-0.010391,-0.542557,-0.846680
10.575000,-0.051727,-0.524429,-0.870499
10.676000,-0.007889,-0.538422,-0.812988
10.775000,-0.011230,-0.556305,-0.828720
10.876000,-0.009689,-0.567078,-0.807053
10.975000,-0.000046,-0.560562,-0.822617
11.076000,-0.024765,-0.573273,-0.801712
11.176000,0.003357,-0.562408,-0.821213
11.276000,-0.008347,-0.567032,-0.815598
11.376000,0.003799,-0.553116,-0.833450
11.476000,-0.010544,-0.562744,-0.837524
11.576000,0.001053,-0.560455,-0.817459
11.676000,0.012131,-0.564026,-0.808884
11.776000,-0.032776,-0.563721,-0.842484
11.876000,-0.057892,-0.556686,-0.844437
11.976000,-0.003357,-0.565887,-0.810242
