label,source_file,x_mean,x_std,x_var,x_min,x_max,x_median,x_range,x_iqr,x_skew,x_kurt,y_mean,y_std,y_var,y_min,y_max,y_median,y_range,y_iqr,y_skew,y_kurt,z_mean,z_std,z_var,z_min,z_max,z_median,z_range,z_iqr,z_skew,z_kurt,magnitude_mean,magnitude_std,magnitude_var,magnitude_min,magnitude_max,magnitude_median,magnitude_range,magnitude_iqr,magnitude_skew,magnitude_kurt,corr_xy,corr_xz,corr_yz
aruki,aruki2_window_3.csv,-1.0288698,0.4654109327727487,0.2166073363444,-1.8909,-0.360001,-0.948723,1.530899,0.23001050000000012,-0.3929541067157606,0.2966228161381146,0.5560654,0.19626609191956154,0.03852037883737778,0.269516,0.778397,0.6399765,0.508881,0.33710150000000005,-0.6309613358185437,-1.4614521398749605,-0.032655300000000005,0.09529014876103406,0.0090802124509,-0.250397,0.100174,-0.028145,0.35057099999999997,0.08920224999999998,-1.1893237068758489,2.5666334192472284,1.2021457678104046,0.4235837197220779,0.17942316761359187,0.6683631679147198,2.019291289074709,1.162742690870982,1.3509281211599893,0.34336264955626505,0.7312974438040519,0.26474908395218666,-0.2340126598710942,0.26193332698516636,-0.06640062417749873
aruki,aruki2_window_4.csv,-0.9217682,0.3288704022460992,0.10815574147351108,-1.418259,-0.441391,-0.932968,0.976868,0.4758112499999998,-0.12031821115971816,-1.1433740007548567,0.5706359999999999,0.20874430536743593,0.04357418502333334,0.331497,0.905685,0.539253,0.5741879999999999,0.30837275,0.4876285313848997,-1.1607565328880343,-0.0461304,0.12161615822761565,0.014790489942044445,-0.219208,0.191299,-0.026306000000000003,0.41050699999999996,0.11166725,0.5077911279892405,0.363656561815751,1.1151025881819714,0.30518603698995234,0.09313851717363257,0.7257895361921388,1.6882423674490579,1.084552031971945,0.962452831256919,0.45108795228892384,0.538105993727532,-0.4047757254169766,-0.05544331438293084,-0.11774577462275487,-0.6923601503189009
aruki,aruki2_window_5.csv,-0.9228041000000001,0.2955103657879026,0.08732637628809999,-1.538147,-0.482971,-0.888771,1.055176,0.17452975000000004,-0.6548049670757965,1.36107231803559,0.5581528,0.20517813881806324,0.04209806864884443,0.227646,0.859116,0.5832900000000001,0.63147,0.315338,-0.16983027785321855,-1.094142760322287,-0.06973710000000001,0.10205131832394697,0.010414471571655554,-0.272064,0.083282,-0.0526425,0.35534599999999994,0.1250345,-0.6183854059760461,0.49474067756386564,1.107354157965629,0.27403773449620816,0.07509667992781427,0.8245907357992812,1.7056793342932308,1.0390341718057303,0.8810885984939496,0.31316479294615174,1.1963313178107755,1.32460477660769,-0.06582021721720117,0.3695673934423382,-0.33012494999697584
aruki,aruki2_window_6.csv,-0.8953414000000002,0.2742199486892877,0.07519658025915557,-1.251892,-0.484909,-0.9093095,0.766983,0.36261750000000004,0.15743967037098314,-1.191162029292852,0.5466979000000001,0.1610697673186995,0.025943469944100003,0.246277,0.856003,0.5112,0.609726,0.10260749999999996,0.2393732385459296,1.594136802412617,-0.037062200000000003,0.11946276291966464,0.0142713517244,-0.228333,0.193542,-0.036796999999999996,0.421875,0.11759925,0.4285720021207517,0.5556124876909863,1.072824745551467,0.24676968604242586,0.06089527794947743,0.742901075956954,1.376644086842347,1.0817164761662597,0.6337430108853931,0.45230124387468695,-0.03672539958379634,-1.8278287663881496,-0.028317410337884017,-0.09880781542219387,-0.18715632985686928
aruki,aruki2_window_7.csv,-0.9046219000000001,0.32441060898581053,0.10524224322254444,-1.45369,-0.40155,-0.8473815,1.0521399999999999,0.4557840000000001,-0.23739978259030095,-0.7127425982979876,0.5522857999999999,0.20049363037418974,0.04019769582062222,0.291595,0.930862,0.5444640000000001,0.639267,0.2979815,0.46422386811851696,-0.31016489509516365,-0.040017899999999995,0.10524379839786814,0.011076257101211111,-0.190659,0.163818,-0.082268,0.354477,0.11626775,0.7553673788706237,0.20428125140940878,1.0803070437743938,0.3312653968967248,0.10973676318114461,0.6680848194510933,1.7282652380792134,0.9489552563190848,1.06018041862812,0.4285575861790307,0.836088535168038,-0.05860913734596185,-0.4754726827839558,0.07385765566309667,-0.08454261518112337
aruki,aruki2_window_8.csv,-0.9136171,0.2660746093470986,0.07079569773921111,-1.363342,-0.61525,-0.84919,0.7480920000000001,0.34347875000000005,-0.6665457920886377,-0.8224339086095438,0.514499,0.17774060015902077,0.03159172094488889,0.196884,0.758453,0.47133650000000005,0.561569,0.26059725,-0.11105105453029443,-0.4821089061974697,-0.0274841,0.09317612937210189,0.008681791084766667,-0.170486,0.119019,-0.021782,0.289505,0.0777015,0.019048894337088347,-0.3973162492899256,1.0712368321300278,0.241694803985482,0.05841637827358056,0.7805421811997093,1.4823602604930421,1.0322216049429531,0.7018180792933328,0.3159194137650301,0.4059575283968505,-0.9339757022163164,0.05075469794586454,-0.18267071751389707,-0.3457887889177474
aruki,aruki2_window_9.csv,-0.9109132000000001,0.29587733386012827,0.0875433966921778,-1.412415,-0.507767,-0.862831,0.904648,0.4193497500000001,-0.24943724292704725,-0.917351882669692,0.5446488,0.16479003884863103,0.027155756903733327,0.292511,0.85022,0.522194,0.557709,0.18037774999999995,0.3505197050986587,0.03119486604449584,-0.0330582,0.10862982455804257,0.01180043878351111,-0.161743,0.157547,-0.04467,0.31928999999999996,0.137035,0.6027116282206118,-0.5575974593468955,1.0865419478977028,0.2598594630074447,0.06752694051451755,0.7363574448988752,1.5599984808489398,1.04174104274819,0.8236410359500645,0.3536080143215221,0.4791488844741918,-0.6443231050581257,0.08598470227005406,-0.3178419861467479,-0.30264899713701215
aruki,aruki3_windowed_all.csv,-0.9059166125654451,0.2712653330468483,0.07358488091301753,-1.703064,-0.365189,-0.846344,1.337875,0.38469,-0.6681853212711155,-0.014498842463631423,0.5200515497382199,0.16540978364511127,0.027360396525522523,0.249741,1.025589,0.499008,0.7758480000000001,0.2604520000000001,0.4632206437483411,-0.3895617393675028,-0.036553136125654445,0.12275767712762756,0.015069447293770855,-0.936401,0.277771,-0.030914,1.214172,0.128418,-1.8588238873401732,14.355284793622097,1.0665528473232853,0.2659271405519632,0.07071724408214358,0.6691397350636114,1.9108434692951697,1.0010975384551697,1.2417037342315584,0.39648080274698905,0.9329201345515316,0.5060129603455072,-0.2553573782760183,-0.21892848369597512,-0.1909523827692293
aruki,aruki3_window_0.csv,-0.9802200999999998,0.27245575723019283,0.07423213964787777,-1.492691,-0.538986,-0.9669725,0.953705,0.18055725,-0.44796177414235966,0.5761892349246835,0.4721450000000001,0.16859867946761098,0.028425514718222227,0.260147,0.782089,0.501442,0.521942,0.2523692500000001,0.19644781425843083,-0.3199360484684144,-0.10384070000000001,0.07296610228204145,0.005324052082233334,-0.21701,0.04834,-0.1129,0.26535000000000003,0.055743500000000015,0.6325273728681948,1.4437724507400773,1.106565741121186,0.27331510676205983,0.07470114758435617,0.7373874720104756,1.6858607240819155,1.0498446723144177,0.9484732520714398,0.16750469064325701,1.1429521057156073,1.4069328114103898,-0.3761161483287948,-0.359813956297202,0.15739291979091594
aruki,aruki3_window_1.csv,-0.8999054,0.2118506248474775,0.04488068724826665,-1.305481,-0.634445,-0.8159945,0.6710359999999999,0.23770099999999994,-0.8870973269556307,-0.05747239802822346,0.5108077000000001,0.21786257064287623,0.04746409968712224,0.269363,1.025589,0.464317,0.7562260000000001,0.22838575000000005,1.5408818008108296,3.0069084376028377,-0.032135000000000004,0.09940191573830177,0.009880740852444446,-0.244888,0.083206,-0.00046549999999999977,0.328094,0.11845349999999999,-1.018698018760012,1.0520795261145954,1.0484547021143926,0.26777396391716535,0.07170289575191137,0.7707283544394873,1.663062157133942,0.9753410957128996,0.8923338026944546,0.2808811778816922,1.4984722348816053,2.2756944112491837,-0.6297875289949608,0.07395107835036453,-0.40543633811929425
aruki,aruki3_window_10.csv,-0.9466566999999999,0.3371768059569704,0.11368819847534446,-1.602737,-0.503342,-0.90567,1.0993950000000001,0.49016974999999985,-0.6574648643226662,-0.08029570418318777,0.5655471999999999,0.16822159123066746,0.02829850375617778,0.323883,0.812393,0.5497665,0.48851000000000006,0.24536524999999992,0.11006224742556744,-1.2463947465887477,-0.023359600000000005,0.10358511719483,0.010729876504266668,-0.189804,0.136398,-0.043312,0.326202,0.067791,0.239122481231378,-0.1315714740712579,1.1176649198308728,0.34126930036840875,0.1164647353739432,0.7535715903004836,1.7875452026158667,1.016158938677535,1.033973612315383,0.517662757419054,0.7293548230042695,-0.1486938722638218,-0.556476305279604,-0.6398798076500066,0.5655540219559275
aruki,aruki3_window_11.csv,-0.8898819,0.29715593378428623,0.08830164898321109,-1.450195,-0.502289,-0.811104,0.9479059999999999,0.43500149999999993,-0.7443482649832625,-0.30599863349154166,0.4932341,0.14122086352979152,0.0199433322961,0.325485,0.762711,0.4766995,0.437226,0.18795024999999993,0.7672242736030219,-0.22111894877127813,-0.0106843,0.08065014507812258,0.006504445901122221,-0.172226,0.081085,0.003974999999999999,0.253311,0.04659675,-1.1194967730941197,0.727429815078148,1.0346344593265484,0.2750552422360132,0.07565538628151189,0.7262052459532361,1.527826946281875,0.9703669694018389,0.8016217003286389,0.3314340010528154,0.8739941677460517,-0.48685690247892977,-0.06424399418671435,-0.011071252111641672,-0.649457214955735
aruki,aruki3_window_12.csv,-0.9110213999999999,0.3523787563089214,0.12417078789782221,-1.615372,-0.536026,-0.7917865,1.0793460000000001,0.47678774999999995,-1.0236608554172477,0.13009732318581602,0.5456605,0.1927461449986311,0.03715107641183333,0.265198,0.832565,0.5837175,0.567367,0.3238295,-0.08379429961287035,-1.4302602350314166,-0.024246099999999993,0.11762504202332465,0.013835650510988888,-0.18335,0.164597,-0.0363845,0.347947,0.1692585,0.1706128403573381,-1.0928345451633934,1.0864863267712994,0.34234886521242097,0.11720274551223239,0.6764202060324632,1.818718410703812,0.9624396838214069,1.1422982046713486,0.36930055678477447,1.1465440224100196,1.0909439975160131,-0.30452177398732755,-0.3853307787606616,0.1510391691493177
aruki,aruki3_window_13.csv,-0.8999999000000001,0.2543215000923263,0.06467942540921112,-1.265671,-0.561569,-0.88855,0.704102,0.3939094999999998,-0.2785297623950471,-1.3510820531196335,0.5172714,0.1244694778563091,0.015492650917822223,0.31601,0.698181,0.501358,0.38217100000000004,0.15543374999999998,-0.10049060510453427,-1.0645683897402334,-0.017436299999999995,0.099469554188483,0.009894192210455555,-0.134995,0.176239,-0.047699,0.311234,0.10569375,0.9003831751489004,0.020673110893504543,1.0565954874684504,0.21740684687344408,0.04726573706745316,0.7708045317932427,1.3789864164675445,0.9950858234655406,0.6081818846743018,0.32038951021075224,0.47099952834419156,-1.2334606864711684,0.10661625875623003,0.11592230519395083,-0.3026215938833586
aruki,aruki3_window_14.csv,-0.8871353000000001,0.25490822227532534,0.06497820178356667,-1.279251,-0.479599,-0.84021,0.7996519999999999,0.37196799999999997,-0.09667786628706344,-0.9496770997871762,0.4910613,0.14108568625251977,0.019905170865344445,0.295959,0.679718,0.490219,0.383759,0.24934075,0.01680290166945559,-1.484073751401212,-0.034172100000000004,0.07988075505881667,0.006380935028766666,-0.155655,0.091736,-0.02977,0.24739099999999997,0.10545,-0.14442678282856813,-0.8264670560531493,1.035428290380068,0.20908293323386587,0.04371567296967722,0.7289589006809643,1.3739535958324791,0.9564996778223305,0.6449946951515149,0.32036825156437043,0.4100876770873868,-0.9834007946540049,0.2772804390781822,-0.22814968211153783,-0.47552445254078957
aruki,aruki3_window_15.csv,-0.9612534,0.3758029769405476,0.14122787747737775,-1.643173,-0.443939,-0.8516005,1.1992340000000001,0.33195474999999997,-0.7261195381792271,-0.08983171088846209,0.532582,0.22481427810973217,0.050541459642,0.250092,0.853012,0.503006,0.60292,0.37878424999999993,0.031671569388415644,-1.430007757141723,-0.002853499999999998,0.08838394415057019,0.00781172158361111,-0.184448,0.119629,0.0113375,0.304077,0.05463775,-0.8216568431161587,1.0242803856549214,1.1189753010125996,0.38755222838600456,0.15019672972695786,0.6691397350636114,1.851537743549669,1.0069424034369383,1.1823980084860577,0.46997571769105495,0.8799952608950383,-0.20540906854700047,-0.5047834626747967,0.31285555808822124,-0.5455093899299466
