timestamp,x,y,z
2025/06/26 14:24:45.385,0.176483,-0.17926,-0.909058
2025/06/26 14:24:45.482,0.224426,-0.139389,-0.921829
2025/06/26 14:24:45.582,0.239059,-0.198532,-0.918304
2025/06/26 14:24:45.682,0.201538,-0.243286,-0.973007
2025/06/26 14:24:45.782,0.129242,-0.190872,-0.95047
2025/06/26 14:24:45.882,0.407578,-0.129929,-0.901352
2025/06/26 14:24:45.982,-0.029007,-0.077698,-0.888809
2025/06/26 14:24:46.082,-0.108932,-0.173752,-1.270584
2025/06/26 14:24:46.183,-0.219467,0.015106,-0.8685
2025/06/26 14:24:46.283,-0.333054,0.179871,-0.584946
2025/06/26 14:24:46.383,-0.374207,0.655075,-0.655869
2025/06/26 14:24:46.483,-0.757736,1.185654,-0.845688
2025/06/26 14:24:46.583,-0.879837,0.845367,-0.979263
2025/06/26 14:24:46.683,-0.902985,0.747604,-0.729477
2025/06/26 14:24:46.783,-0.713043,0.70639,-0.60968
2025/06/26 14:24:46.883,-0.719574,0.736908,-0.455093
2025/06/26 14:24:46.983,-0.724884,0.706787,-0.358673
2025/06/26 14:24:47.083,-0.623459,1.091293,-0.131119
2025/06/26 14:24:47.183,-0.327133,1.115921,0.094803
2025/06/26 14:24:47.283,-0.383392,1.220093,-0.034897
2025/06/26 14:24:47.383,-0.705566,1.194305,-0.093674
2025/06/26 14:24:47.493,-0.412918,0.589966,-0.106613
2025/06/26 14:24:47.593,-0.649948,0.790787,-0.193588
2025/06/26 14:24:47.694,-1.02565,0.852417,-0.351639
2025/06/26 14:24:47.793,-1.237717,0.874771,-0.443146
2025/06/26 14:24:47.893,-0.9431,1.032257,-0.260513
2025/06/26 14:24:47.994,-0.656616,0.697235,-0.245148
2025/06/26 14:24:48.094,-0.490601,0.969635,-0.057816
2025/06/26 14:24:48.194,-0.312881,1.367371,-0.03009
2025/06/26 14:24:48.294,-0.020905,1.284744,-0.058167
2025/06/26 14:24:48.394,-0.59343,1.295715,0.234634
2025/06/26 14:24:48.494,-0.360123,0.722855,-0.053726
2025/06/26 14:24:48.594,-0.813446,0.721344,-0.120575
2025/06/26 14:24:48.694,-1.10321,0.770721,-0.269089
2025/06/26 14:24:48.794,-1.15303,0.961395,-0.507126
2025/06/26 14:24:48.894,-1.121277,1.122009,-0.438675
2025/06/26 14:24:48.994,-0.611496,0.64859,-0.231949
2025/06/26 14:24:49.094,-0.325897,0.74733,-0.052765
2025/06/26 14:24:49.194,-0.48111,1.346344,-0.261658
2025/06/26 14:24:49.295,-0.290314,1.134964,0.077072
2025/06/26 14:24:49.394,-0.678284,1.187057,-0.039413
2025/06/26 14:24:49.495,-0.427475,0.555084,0.081512
2025/06/26 14:24:49.595,-0.497513,0.809082,-0.045517
2025/06/26 14:24:49.695,-1.058426,0.805328,0.044373
2025/06/26 14:24:49.795,-1.332947,0.747009,-0.174301
2025/06/26 14:24:49.895,-1.148788,1.085236,-0.11084
2025/06/26 14:24:49.995,-0.828979,0.75885,-0.177277
2025/06/26 14:24:50.095,-0.447952,0.759079,-0.05722
2025/06/26 14:24:50.195,-0.492447,1.099442,-0.011215
2025/06/26 14:24:50.295,-0.326538,0.93486,-0.140076
2025/06/26 14:24:50.395,-0.600632,1.164413,-0.064087
2025/06/26 14:24:50.495,-0.505859,0.715851,0.033463
2025/06/26 14:24:50.595,-0.585251,0.715149,0.07814
2025/06/26 14:24:50.695,-0.957504,0.899277,0.034607
2025/06/26 14:24:50.795,-1.153458,0.699753,-0.009247
2025/06/26 14:24:50.895,-1.026489,0.986694,0.02597
2025/06/26 14:24:50.995,-1.010986,0.890259,-0.255203
2025/06/26 14:24:51.095,-0.619278,0.714233,-0.099457
2025/06/26 14:24:51.196,-0.427704,0.944046,-0.029282
2025/06/26 14:24:51.296,-0.353073,1.127548,-0.138275
2025/06/26 14:24:51.396,-0.151016,1.141098,-0.155243
2025/06/26 14:24:51.496,-0.739609,1.178314,0.125626
2025/06/26 14:24:51.596,-0.48558,0.626358,-0.047119
2025/06/26 14:24:51.696,-0.662399,0.906647,-0.059433
2025/06/26 14:24:51.796,-1.104324,0.866898,-0.028931
2025/06/26 14:24:51.896,-1.356171,0.773926,-0.320282
2025/06/26 14:24:51.996,-1.021729,1.100586,-0.248672
2025/06/26 14:24:52.096,-0.673233,0.712234,-0.058807
2025/06/26 14:24:52.196,-0.552948,0.879288,-0.114029
2025/06/26 14:24:52.296,-0.531021,1.197403,-0.048843
2025/06/26 14:24:52.396,-0.377472,1.225906,-0.111115
2025/06/26 14:24:52.496,-0.654907,1.119537,0.039963
2025/06/26 14:24:52.596,-0.36937,0.590378,0.035736
2025/06/26 14:24:52.696,-0.58403,0.845154,-0.04335
2025/06/26 14:24:52.796,-1.049362,0.923615,0.080078
2025/06/26 14:24:52.897,-1.349426,0.790436,-0.119232
2025/06/26 14:24:52.997,-1.161484,0.914352,0.070602
2025/06/26 14:24:53.097,-0.910706,0.761505,-0.13855
2025/06/26 14:24:53.197,-0.6436,0.861237,-0.067657
2025/06/26 14:24:53.297,-0.436462,1.167084,-0.073837
2025/06/26 14:24:53.397,-0.325592,1.08165,-0.225235
2025/06/26 14:24:53.497,-0.377411,1.043762,-0.193558
2025/06/26 14:24:53.597,-0.607925,0.897919,0.051651
2025/06/26 14:24:53.697,-0.429337,0.658447,-0.024963
2025/06/26 14:24:53.797,-0.786255,1.077316,0.008286
2025/06/26 14:24:53.897,-1.269791,0.871292,-0.031281
2025/06/26 14:24:53.997,-1.193817,0.728821,0.0522
2025/06/26 14:24:54.097,-1.146194,1.084641,-0.377884
2025/06/26 14:24:54.197,-0.700958,0.762253,-0.081772
2025/06/26 14:24:54.298,-0.489777,1.07814,-0.055145
2025/06/26 14:24:54.397,-0.393478,1.177231,-0.075333
2025/06/26 14:24:54.498,-0.228775,1.3479,-0.200485
2025/06/26 14:24:54.598,-0.723953,1.234573,0.277664
2025/06/26 14:24:54.698,-0.474213,0.75946,0.027252
2025/06/26 14:24:54.798,-0.662399,0.935059,0.069901
2025/06/26 14:24:54.898,-1.115509,0.934586,0.064758
2025/06/26 14:24:54.998,-1.351212,0.662827,-0.157455
2025/06/26 14:24:55.098,-1.044785,1.026566,0.109299
2025/06/26 14:24:55.198,-1.00119,1.021423,-0.188705
2025/06/26 14:24:55.298,-0.739532,1.111679,-0.123947
2025/06/26 14:24:55.398,-0.455872,1.260818,-0.159912
2025/06/26 14:24:55.498,-0.197311,0.89743,-0.194397
2025/06/26 14:24:55.598,-0.275436,1.125977,-0.057007
2025/06/26 14:24:55.698,-0.634781,1.152557,0.10463
2025/06/26 14:24:55.798,-0.678375,0.95314,-0.012283
2025/06/26 14:24:55.898,-1.020416,1.264038,-0.080963
2025/06/26 14:24:55.998,-1.228455,0.855881,0.023117
2025/06/26 14:24:56.099,-1.20813,0.777237,-0.256729
2025/06/26 14:24:56.199,-1.02829,1.195007,-0.323761
2025/06/26 14:24:56.299,-0.762314,0.858765,-0.113953
2025/06/26 14:24:56.399,-0.668213,1.099487,-0.128601
2025/06/26 14:24:56.499,-0.557053,1.239868,-0.178986
2025/06/26 14:24:56.599,-0.33342,1.058014,-0.062103
2025/06/26 14:24:56.699,-0.430588,0.983475,-0.172226
2025/06/26 14:24:56.799,-0.514313,0.722626,0.003922
2025/06/26 14:24:56.899,-0.594025,0.76004,0.169556
2025/06/26 14:24:56.999,-0.861191,1.129623,-0.185394
2025/06/26 14:24:57.099,-1.324371,0.817856,-0.01059
2025/06/26 14:24:57.199,-1.173386,0.930359,-0.018692
2025/06/26 14:24:57.299,-0.840347,0.980957,-0.440155
2025/06/26 14:24:57.399,-0.55835,0.563416,0.007095
2025/06/26 14:24:57.499,-0.600021,1.109741,-0.166702
2025/06/26 14:24:57.599,-0.486755,1.009705,-0.163635
2025/06/26 14:24:57.699,-0.513535,1.217041,-0.020905
2025/06/26 14:24:57.799,-0.682785,1.020905,0.141785
2025/06/26 14:24:57.900,-0.518738,0.543182,-0.067383
2025/06/26 14:24:58.000,-0.601135,0.895782,-0.004913
2025/06/26 14:24:58.100,-0.961685,0.881149,-0.005264
2025/06/26 14:24:58.200,-1.140991,0.74559,-0.207169
2025/06/26 14:24:58.300,-0.966644,0.938583,-0.022781
2025/06/26 14:24:58.400,-0.683167,0.829742,-0.247757
2025/06/26 14:24:58.500,-0.577591,0.632217,-0.038544
2025/06/26 14:24:58.600,-0.591187,1.144623,-0.197144
2025/06/26 14:24:58.700,-0.410049,1.040634,-0.171967
2025/06/26 14:24:58.800,-0.266815,1.15361,-0.054794
2025/06/26 14:24:58.900,-0.62764,1.039795,0.015717
2025/06/26 14:24:59.000,-0.451004,0.634476,-0.003738
2025/06/26 14:24:59.100,-0.620209,1.009155,-0.134247
2025/06/26 14:24:59.200,-1.07959,1.037796,0.027145
2025/06/26 14:24:59.300,-1.281448,0.877426,-0.307205
2025/06/26 14:24:59.400,-1.033524,0.977783,-0.150909
2025/06/26 14:24:59.501,-0.743576,0.779572,-0.117859
2025/06/26 14:24:59.601,-0.608246,1.067841,-0.130585
2025/06/26 14:24:59.701,-0.49147,1.204971,-0.114624
2025/06/26 14:24:59.801,-0.347946,1.263901,-0.066208
2025/06/26 14:24:59.901,-0.637054,1.148376,0.044754
2025/06/26 14:25:00.001,-0.403015,0.725143,-0.048477
2025/06/26 14:25:00.101,-0.561981,0.881973,-0.060883
2025/06/26 14:25:00.201,-0.829224,1.032272,-0.045731
