timestamp,value
2025/06/26 14:24:45.385,-0.179260
2025/06/26 14:24:45.482,-0.139389
2025/06/26 14:24:45.582,-0.198532
2025/06/26 14:24:45.682,-0.243286
2025/06/26 14:24:45.782,-0.190872
2025/06/26 14:24:45.882,-0.129929
2025/06/26 14:24:45.982,-0.077698
2025/06/26 14:24:46.082,-0.173752
2025/06/26 14:24:46.183,0.015106
2025/06/26 14:24:46.283,0.179871
2025/06/26 14:24:46.383,0.655075
2025/06/26 14:24:46.483,1.185654
2025/06/26 14:24:46.583,0.845367
2025/06/26 14:24:46.683,0.747604
2025/06/26 14:24:46.783,0.706390
2025/06/26 14:24:46.883,0.736908
2025/06/26 14:24:46.983,0.706787
2025/06/26 14:24:47.083,1.091293
2025/06/26 14:24:47.183,1.115921
2025/06/26 14:24:47.283,1.220093
2025/06/26 14:24:47.383,1.194305
2025/06/26 14:24:47.493,0.589966
2025/06/26 14:24:47.593,0.790787
2025/06/26 14:24:47.694,0.852417
2025/06/26 14:24:47.793,0.874771
2025/06/26 14:24:47.893,1.032257
2025/06/26 14:24:47.994,0.697235
2025/06/26 14:24:48.094,0.969635
2025/06/26 14:24:48.194,1.367371
2025/06/26 14:24:48.294,1.284744
2025/06/26 14:24:48.394,1.295715
2025/06/26 14:24:48.494,0.722855
2025/06/26 14:24:48.594,0.721344
2025/06/26 14:24:48.694,0.770721
2025/06/26 14:24:48.794,0.961395
2025/06/26 14:24:48.894,1.122009
2025/06/26 14:24:48.994,0.648590
2025/06/26 14:24:49.094,0.747330
2025/06/26 14:24:49.194,1.346344
2025/06/26 14:24:49.295,1.134964
2025/06/26 14:24:49.394,1.187057
2025/06/26 14:24:49.495,0.555084
2025/06/26 14:24:49.595,0.809082
2025/06/26 14:24:49.695,0.805328
2025/06/26 14:24:49.795,0.747009
2025/06/26 14:24:49.895,1.085236
2025/06/26 14:24:49.995,0.758850
2025/06/26 14:24:50.095,0.759079
2025/06/26 14:24:50.195,1.099442
2025/06/26 14:24:50.295,0.934860
2025/06/26 14:24:50.395,1.164413
2025/06/26 14:24:50.495,0.715851
2025/06/26 14:24:50.595,0.715149
2025/06/26 14:24:50.695,0.899277
2025/06/26 14:24:50.795,0.699753
2025/06/26 14:24:50.895,0.986694
2025/06/26 14:24:50.995,0.890259
2025/06/26 14:24:51.095,0.714233
2025/06/26 14:24:51.196,0.944046
2025/06/26 14:24:51.296,1.127548
2025/06/26 14:24:51.396,1.141098
2025/06/26 14:24:51.496,1.178314
2025/06/26 14:24:51.596,0.626358
2025/06/26 14:24:51.696,0.906647
2025/06/26 14:24:51.796,0.866898
2025/06/26 14:24:51.896,0.773926
2025/06/26 14:24:51.996,1.100586
2025/06/26 14:24:52.096,0.712234
2025/06/26 14:24:52.196,0.879288
2025/06/26 14:24:52.296,1.197403
2025/06/26 14:24:52.396,1.225906
2025/06/26 14:24:52.496,1.119537
2025/06/26 14:24:52.596,0.590378
2025/06/26 14:24:52.696,0.845154
2025/06/26 14:24:52.796,0.923615
2025/06/26 14:24:52.897,0.790436
2025/06/26 14:24:52.997,0.914352
2025/06/26 14:24:53.097,0.761505
2025/06/26 14:24:53.197,0.861237
2025/06/26 14:24:53.297,1.167084
2025/06/26 14:24:53.397,1.081650
2025/06/26 14:24:53.497,1.043762
2025/06/26 14:24:53.597,0.897919
2025/06/26 14:24:53.697,0.658447
2025/06/26 14:24:53.797,1.077316
2025/06/26 14:24:53.897,0.871292
2025/06/26 14:24:53.997,0.728821
2025/06/26 14:24:54.097,1.084641
2025/06/26 14:24:54.197,0.762253
2025/06/26 14:24:54.298,1.078140
2025/06/26 14:24:54.397,1.177231
2025/06/26 14:24:54.498,1.347900
2025/06/26 14:24:54.598,1.234573
2025/06/26 14:24:54.698,0.759460
2025/06/26 14:24:54.798,0.935059
2025/06/26 14:24:54.898,0.934586
2025/06/26 14:24:54.998,0.662827
2025/06/26 14:24:55.098,1.026566
2025/06/26 14:24:55.198,1.021423
2025/06/26 14:24:55.298,1.111679
2025/06/26 14:24:55.398,1.260818
2025/06/26 14:24:55.498,0.897430
2025/06/26 14:24:55.598,1.125977
2025/06/26 14:24:55.698,1.152557
2025/06/26 14:24:55.798,0.953140
2025/06/26 14:24:55.898,1.264038
2025/06/26 14:24:55.998,0.855881
2025/06/26 14:24:56.099,0.777237
2025/06/26 14:24:56.199,1.195007
2025/06/26 14:24:56.299,0.858765
2025/06/26 14:24:56.399,1.099487
2025/06/26 14:24:56.499,1.239868
2025/06/26 14:24:56.599,1.058014
2025/06/26 14:24:56.699,0.983475
2025/06/26 14:24:56.799,0.722626
2025/06/26 14:24:56.899,0.760040
2025/06/26 14:24:56.999,1.129623
2025/06/26 14:24:57.099,0.817856
2025/06/26 14:24:57.199,0.930359
2025/06/26 14:24:57.299,0.980957
2025/06/26 14:24:57.399,0.563416
2025/06/26 14:24:57.499,1.109741
2025/06/26 14:24:57.599,1.009705
2025/06/26 14:24:57.699,1.217041
2025/06/26 14:24:57.799,1.020905
2025/06/26 14:24:57.900,0.543182
2025/06/26 14:24:58.000,0.895782
2025/06/26 14:24:58.100,0.881149
2025/06/26 14:24:58.200,0.745590
2025/06/26 14:24:58.300,0.938583
2025/06/26 14:24:58.400,0.829742
2025/06/26 14:24:58.500,0.632217
2025/06/26 14:24:58.600,1.144623
2025/06/26 14:24:58.700,1.040634
2025/06/26 14:24:58.800,1.153610
2025/06/26 14:24:58.900,1.039795
2025/06/26 14:24:59.000,0.634476
2025/06/26 14:24:59.100,1.009155
2025/06/26 14:24:59.200,1.037796
2025/06/26 14:24:59.300,0.877426
2025/06/26 14:24:59.400,0.977783
2025/06/26 14:24:59.501,0.779572
2025/06/26 14:24:59.601,1.067841
2025/06/26 14:24:59.701,1.204971
2025/06/26 14:24:59.801,1.263901
2025/06/26 14:24:59.901,1.148376
2025/06/26 14:25:00.001,0.725143
2025/06/26 14:25:00.101,0.881973
2025/06/26 14:25:00.201,1.032272
2025/06/26 14:25:00.301,1.018646
2025/06/26 14:25:00.401,0.797501
2025/06/26 14:25:00.501,0.738846
2025/06/26 14:25:00.601,0.846069
2025/06/26 14:25:00.701,1.237564
2025/06/26 14:25:00.801,1.124374
2025/06/26 14:25:00.901,1.114502
2025/06/26 14:25:01.001,1.081467
2025/06/26 14:25:01.102,0.660278
2025/06/26 14:25:01.202,1.009674
